二零二三年按疾病类别划分的住院病人出院及死亡人次及全港登记死亡人数,,,,,,,,,
,,,,,,,,,
《疾病和有关健康问题的国际统计分类》第十次修订本的详细序号,疾病类别,住院病人出院及死亡人次*-医院管理局辖下医院,住院病人出院及死亡人次*-惩教署辖下医院,住院病人出院及死亡人次*-私家医院,住院病人出院及死亡人次*-合计,全港登记死亡人数-男性,全港登记死亡人数-女性,全港登记死亡人数-性别不详,全港登记死亡人数-合计
F00-F03,认知障碍症,5436,73,73,5582,554,983,0,1537
F10,由于使用酒精引起的精神和行为障碍,1610,52,10,1672,4,1,0,5
F11-F19,使用其他精神活性物质引起的精神和行为障碍,1685,2756,7,4448,0,0,0,0
F20-F29,精神分裂症、分裂型障碍和妄想性障碍,9094,241,2,9337,1,1,0,2
F30-F39,心境[情感]障碍,5978,118,65,6161,0,1,0,1
F40-F48,神经症性、应激相关的以及躯体形式的障碍,5090,2,70,5162,0,1,0,1
F70-F79,精神发育迟滞,2374,0,1,2375,4,5,0,9
"F04-F09, F50-F69, F80-F99",其他精神和行为障碍,4553,353,60,4966,3,4,0,7
G00-G09,中枢神经系统炎性疾病,1009,0,117,1126,24,18,0,42
G20,帕金森病,1748,0,100,1848,88,71,0,159
G30,阿尔茨海默病,555,0,12,567,17,35,0,52
G35,多发性硬化,212,0,39,251,0,3,0,3
G40-G41,癫痫,2941,100,122,3163,27,20,0,47
G43-G44,偏头痛和其他头痛综合症,369,0,487,856,0,0,0,0
G45,短暂性大脑缺血性发作和相关的综合症,2522,0,259,2781,0,1,0,1
G50-G59,神经、神经根和神经丛疾患,2953,0,861,3814,0,0,0,0
G80-G83,大脑性麻痹[瘫痪]和其他麻痹[瘫痪]综合症,778,2,35,815,3,7,0,10
"G10-G14, G21-G26, G31-G32, G36-G37, G46-G47, G60-G73, G90-G99",神经系统其他疾患,16713,86,3645,20444,131,86,0,217
H00-H01,眼睑炎症,207,6,271,484,0,0,0,0
H10-H13,结膜炎和结膜的其他疾患,1117,5,67,1189,0,0,0,0
H15-H19,角膜炎以及巩膜和角膜的其他疾患,635,0,73,708,0,0,0,0
H25-H28,白内障和晶状体的其他疾患,25256,2,3536,28794,0,0,0,0
H33,视网膜脱离及断裂,1223,0,331,1554,0,0,0,0
H40-H42,青光眼,1658,0,201,1859,0,0,0,0
H49-H50,斜视,1198,0,306,1504,0,0,0,0
H52,屈光和调节疾患,25,0,4,29,0,0,0,0
H54,视力损害包括盲(双眼或单眼),48,0,7,55,0,0,0,0
"H02-H06, H20-H22, H30-H32, H34-H36, H43-H48, H51, H53, H55-H59",眼和附器其他疾病,12691,2,1476,14169,1,0,0,1
H65-H75,中耳炎以及中耳和乳突其他疾患,2114,2,659,2775,0,0,0,0
H90-H91,听觉丧失,3175,0,162,3337,0,0,0,0
"H60-H62, H80-H83, H92-H95",中耳和乳突其他疾患,2315,0,1590,3905,0,0,0,0
I00-I02,急性风湿热,11,0,0,11,0,0,0,0
I05-I09,慢性风湿性心脏病,1802,0,46,1848,29,62,0,91
I10,特发性(原发性)高血压,16713,192,1339,18244,147,98,0,245
I11,高血压性心脏病,160,9,26,195,610,487,0,1097
I12,高血压性肾脏病,309,0,15,324,26,20,0,46
I13,高血压性心脏和肾脏病,155,0,8,163,6,6,0,12
I15,继发性高血压,649,127,17,793,0,0,0,0
I21-I22,急性心肌梗死,7186,0,267,7453,927,535,0,1462
"I20, I23-I25",其他缺血性心脏病,17007,2,9776,26785,1748,900,0,2648
I26,肺栓塞,996,0,72,1068,43,59,0,102
I44-I49,传导疾患和心律失常,18606,2,1946,20554,110,101,0,211
I50,心力衰竭,18918,0,732,19650,479,696,0,1175
"I27-I43, I51-I52",其他心脏病,6701,0,658,7359,262,198,0,460
I60-I62,颅内出血,7456,0,251,7707,762,574,0,1336
I63,脑梗死,9301,0,502,9803,48,58,0,106
I64,中风，未特指为出血或梗死,4156,2,339,4497,473,545,0,1018
I65-I69,其他脑血管病,4062,1,527,4590,285,303,0,588
I70,动脉粥样硬化症,571,0,40,611,0,0,0,0
I73,其他周围血管疾病,988,0,66,1054,11,18,0,29
I74,动脉栓塞和血栓形成,322,0,9,331,4,4,0,8
I71,主动脉动脉瘤和动脉壁夹层形成,1887,0,75,1962,268,136,0,404
"I72, I77-I79",其他动脉、小动脉和毛细管的其他疾病,1143,0,291,1434,28,18,0,46
I80-I82,静脉炎、血栓静脉炎、静脉栓塞和血栓形成,1464,0,168,1632,14,22,0,36
I83,下肢静脉曲张,2577,0,874,3451,3,0,0,3
I84,痔,7397,1,7389,14787,0,0,0,0
I85-I99,循环系统其他疾病,5838,1,546,6385,7,8,0,15
J02-J03,急性咽炎和急性扁桃体炎,1112,0,1361,2473,0,0,0,0
J04,急性喉炎和气管炎,52,0,49,101,0,0,0,0
"J00-J01, J05-J06",其他急性上呼吸道感染,12709,572,4248,17529,1,0,0,1
J09-J11,流行性感冒,13236,112,3458,16806,78,64,0,142
J12-J18,肺炎,55487,0,5127,60614,6166,5168,0,11334
J20-J21,急性支气管炎和急性细支气管炎,4609,0,6425,11034,1,2,0,3
J32,慢性鼻窦炎,469,0,575,1044,0,0,0,0
"J30-J31, J33-J34",鼻和鼻窦其他疾病,2485,2,2317,4804,0,0,0,0
J35,扁桃体和腺样体慢性疾病,510,0,642,1152,0,0,0,0
J36-J39,上呼吸道其他疾病,2918,139,972,4029,7,3,0,10
J40-J44,支气管炎、肺气肿和其他慢性阻塞性肺病,16539,0,1804,18343,884,107,0,991
J45-J46,哮喘,7374,216,430,8020,40,37,0,77
J47,支气管扩张症,2245,0,259,2504,90,110,0,200
J60-J65,尘肺,102,4,2,108,35,0,0,35
"J22, J66-J99",呼吸系统其他疾病,60787,569,3384,64740,1961,1505,0,3466
K02,龋(齿),587,96,23,706,0,0,0,0
"K00-K01, K03-K08",牙齿及支持结构的其他疾患,2620,0,183,2803,1,0,0,1
K09-K14,口腔、涎腺和颌的其他疾病,3102,1,683,3786,1,2,0,3
K25-K27,胃和十二指肠溃疡,7627,8,3164,10799,71,44,0,115
K29,胃炎和十二指肠炎,16446,0,31965,48411,7,2,0,9
"K20-K23, K28, K30-K31",食管、胃和十二指肠其他疾病,9676,23,8728,18427,9,8,0,17
K35-K38,阑尾疾病,2749,4,1196,3949,8,5,0,13
K40,腹股沟疝,6073,24,3025,9122,8,1,0,9
K41-K46,其他疝,2332,1,538,2871,4,12,0,16
K50-K51,克罗恩[克隆]病和溃伤性结肠炎,4190,0,596,4786,2,3,0,5
K56,无力性肠梗阻和肠梗阻不伴有疝,4075,0,471,4546,83,87,0,170
K57,肠憩室性疾病,5276,0,1360,6636,4,4,0,8
"K52-K55, K58-K67",肠和腹膜其他疾病,46942,27,15996,62965,199,161,0,360
K70,酒精性肝病,469,0,8,477,61,10,0,71
K73-K74,慢性肝病及肝硬化,762,0,86,848,140,111,0,251
"K71-K72, K75-K76",其他肝病,6062,0,511,6573,103,62,0,165
K80-K81,胆石病和胆囊炎,12258,0,3650,15908,42,43,0,85
K85-K86,急性胰腺炎和胰腺其他疾病,2907,0,365,3272,45,52,0,97
"K82-K83, K87-K93",消化系统其他疾病,10752,1,848,11601,178,185,0,363
L00-L08,皮肤和皮下组织感染,19159,14,2369,21542,25,26,0,51
L10-L99,皮肤和皮下组织其他疾病,19693,73,3013,22779,65,91,0,156
M05-M14,类风湿性关节炎和其他炎性多关节病,10010,267,600,10877,10,13,0,23
M15-M19,关节病,8337,0,4470,12807,0,0,0,0
M20-M21,四肢后天性变形,1399,0,351,1750,1,0,0,1
"M00-M03, M22-M25",其他关节疾患,11527,3,1648,13178,9,3,0,12
M30-M36,全身性结缔组织疾患,5692,0,442,6134,13,44,0,57
M50-M51,颈和其他椎间盘疾患,382,3,1734,2119,1,0,0,1
"M40-M49, M53-M54",其他背部病,25591,22,4058,29671,6,4,0,10
M60-M79,软组织疾患,8867,1,2462,11330,26,23,0,49
M80-M85,骨密度和结构的疾患,3301,55,179,3535,1,6,0,7
M86,骨髓炎,755,0,36,791,9,9,0,18
M87-M99,肌肉骨骼系统和结缔组织其他疾病,2115,0,2135,4250,0,1,0,1
N00-N01,急性肾炎综合症和急进型肾炎综合症,36,0,4,40,0,1,0,1
N02-N08,其他肾小球疾病,1441,0,245,1686,73,77,0,150
N10-N16,肾小管间质疾病,5893,1,1609,7503,22,29,0,51
N17-N19,肾衰竭,190562,4,6051,196617,763,842,0,1605
N20-N23,尿石病,9497,0,5454,14951,5,10,0,15
N25-N27,其他肾脏疾病,188,0,10,198,0,0,0,0
N30,膀胱炎,2866,1,1752,4619,0,0,0,0
"N28-N29, N31-N39",泌尿系统其他疾病,26273,10,2388,28671,288,435,0,723
N40,前列腺增生,6893,0,2638,9531,5,0,0,5
N41-N42,前列腺其他疾患,513,0,468,981,0,0,0,0
N43,水囊肿[睪丸鞘膜积液]和精子囊肿,382,0,171,553,0,0,0,0
N47,包皮过长、包茎和包茎嵌顿,1180,0,372,1552,0,0,0,0
"N44-N46, N48-N51",男性生殖器官其他疾病,3208,1,2979,6188,6,0,0,6
N60-N64,乳房疾患,4413,6,2033,6452,0,1,0,1
N70,输卵管炎和卵巢炎,509,0,105,614,0,0,0,0
N72,宫颈炎性疾病,8,0,183,191,0,0,0,0
"N71, N73-N77",女性盆腔器官其他炎性疾病,1881,2,901,2784,0,3,0,3
N80,子宫内膜异位,1066,0,621,1687,0,1,0,1
N81,女性生殖器脱垂,1219,0,167,1386,0,0,0,0
N83,卵巢、输卵管和阔韧带的非炎性疾患,2043,0,1266,3309,0,2,0,2
N91-N92,月经疾患,3475,2,905,4382,0,0,0,0
N95,绝经期和其他围绝经期的疾患,3165,0,612,3777,0,0,0,0
N97,女性不育症,4466,0,7,4473,0,0,0,0
"N82, N84-N90, N93-N94, N96, N98-N99",泌尿生殖道其他疾患,8096,1,10676,18773,0,1,0,1
O03,自然流产,1775,0,468,2243,0,0,0,0
O04,医疗性流产,195,5,3260,3460,0,0,0,0
"O00-O02, O05-O08",其他流产结局的妊娠,3673,4,582,4259,0,0,0,0
O10-O16,妊娠、分娩和产褥期的水肿、蛋白尿和高血压疾患,1523,1,61,1585,0,0,0,0
O44-O46,前置胎盘、胎盘的过早分离和产前出血,2233,0,86,2319,0,0,0,0
"O30-O43, O47-O48",与胎儿和羊膜腔及可能的分娩问题有关的其他孕产妇医疗,12124,2,1909,14035,0,0,0,0
O64-O66,梗阻性分娩,39,0,16,55,0,0,0,0
O72,产后出血,670,0,16,686,0,0,0,0
"O20-O29, O60-O63, O67-O71, O73-O75, O81-O84",妊娠和分娩的其他并发症,15339,18,7715,23072,0,0,0,0
O80,单胎顺产,6469,2,2815,9286,0,0,0,0
O85-O99,主要与产褥期和其他产科情况有关的并发症，不可归类在他处者,6386,0,68,6454,0,1,0,1
P00-P04,胎儿和新生儿受母体因素和妊娠、产程和分娩并发症的影响,1343,0,2,1345,0,2,0,2
P05-P07,胎儿生长缓慢、胎儿营养不良和与孕期短和低出生体重有关的疾患,1854,0,54,1908,5,1,0,6
P10-P15,产伤,128,0,3,131,0,0,0,0
P20-P21,子宫内低氧症和出生窒息,668,0,1,669,1,0,0,1
P22-P28,起源于围生期的其他呼吸性疾患,2013,0,30,2043,2,2,0,4
P35-P37,先天性传染病和寄生虫病,430,0,7,437,0,1,0,1
P38-P39,特发于围生期的其他感染,227,0,5,232,0,0,0,0
P55,胎儿和新生儿的溶血性疾病,61,0,6,67,0,0,0,0
"P08, P29, P50-P54, P56-P96",起源于围生期的其他情况,11486,0,391,11877,4,5,0,9
Q05,脊柱裂,48,0,55,103,0,0,0,0
"Q00-Q04, Q06-Q07",神经系统其他先天性畸形,169,0,17,186,1,1,0,2
Q20-Q28,循环系统先天性畸形,2941,0,124,3065,10,5,0,15
Q35-Q37,唇裂和颚裂,169,0,34,203,0,0,0,0
Q41,小肠先天性缺如、闭锁和狭窄,11,0,0,11,0,0,0,0
"Q38-Q40, Q42-Q45",消化系统其他先天性畸形,506,0,99,605,1,2,0,3
Q53,睪丸未降,255,0,31,286,0,0,0,0
"Q50-Q52, Q54-Q64",泌尿生殖系统其他畸形,952,0,73,1025,4,2,0,6
Q65,髋先天性变形,39,0,4,43,0,0,0,0
Q66,足先天性变形,116,0,7,123,0,0,0,0
Q67-Q79,肌肉骨骼系统其他先天性畸形和变形,692,0,51,743,2,0,0,2
"Q10-Q18, Q30-Q34, Q80-Q89",其他先天性畸形,1860,0,154,2014,2,2,0,4
Q90-Q99,染色体异常，不可归类在他处者,151,0,1,152,6,4,0,10
R10,腹部和盆腔痛,29930,158,2324,32412,0,0,0,0
R50,其他原因和原因不明的发热,20848,105,484,21437,0,0,0,0
R54,衰老,52,75,13,140,656,1054,0,1710
"R00-R09, R11-R49, R51-R53, R55-R99",其他症状、体征和临床与实验室异常所见，不可归类在他处者,174706,3562,12412,190680,377,182,2,561
S02,颅骨和面骨骨折,963,1,312,1276,7,1,0,8
"S12, S22, S32, T08",颈部、胸部或骨盆骨折,4062,7,485,4554,6,12,0,18
S72,股骨骨折,11442,0,502,11944,37,37,0,74
"S42, S52, S62, S82, S92, T10, T12",其他四肢骨的骨折,23288,8,4162,27458,1,4,0,5
T02,累及身体多个部位的骨折,14,0,36,50,1,0,0,1
"S03, S13, S23, S33, S43, S53, S63, S73, S83, S93, T03",特指和身体多个部位的脱位、扭伤和劳损,3969,20,4724,8713,0,0,0,0
S05,眼和眶损伤,205,1,51,257,0,0,0,0
S06,颅内损伤,14198,0,157,14355,150,87,0,237
"S26-S27, S36-S37",其他内部器官损伤,232,0,27,259,13,2,0,15
"S07-S08, S17-S18, S28, S38, S47-S48, S57-S58, S67-S68, S77-S78, S87-S88, S97-S98, T04-T05",特指和身体多个部位的挤压伤和创伤性截断,1007,1,63,1071,1,0,0,1
"S00-S01, S04, S09-S11, S14-S16, S19-S21, S24-S25, S29-S31, S34-S35, S39-S41, S44-S46, S49-S51, S54-S56, S59-S61, S64-S66, S69-S71, S74-S76, S79-S81, S84-S86, S89-S91, S94-S96, S99, T00-T01, T06-T07, T09, T11, T13-T14",特指、未特指和身体多个部位的其他损伤,20643,68,6589,27300,620,329,0,949
T15-T19,通过自然腔口进入异物的效应,2275,18,405,2698,72,54,0,126
T20-T32,烧伤和腐蚀伤,1075,2,55,1132,13,12,0,25
T36-T50,药物和生物制品中毒,2640,0,31,2671,162,43,0,205
T51-T65,主要为非药用物质的毒性效应,427,1,19,447,121,45,0,166
T74,虐待综合症,1260,0,0,1260,0,0,0,0
"T33-T35, T66-T73, T75-T78",外因的其他和未特指效应,2624,0,215,2839,300,157,0,457
T79-T88,创伤的某些早期并发症以及手术和医疗并发症，不可归类在他处者,13086,0,499,13585,42,36,0,78
T90-T98,损伤、中毒和外因的其他后果的后遗症,128,0,1,129,10,2,0,12
Z00-Z13,为检查和调查而与保健机构接触的人,51871,1138,1517,54526,0,0,0,0
Z21,无症状的人类免疫缺陷病毒感染状态,7,0,0,7,0,0,0,0
"Z20, Z22-Z29",具有与传染病有关的潜在健康危害的其他人,642,0,22,664,0,0,0,0
Z30,避孕问题,211,2,102,315,0,0,0,0
Z34-Z36,出生前筛选和其他妊娠监督,6555,17,20,6592,0,0,0,0
Z38,按照出生地点划分活产婴儿,8521,0,12199,20720,0,0,0,0
Z39,产后医疗和检查,7,0,10,17,0,0,0,0
Z40-Z54,为特殊操作和卫生保健而与保健机构接触的人,9604,2721,2559,14884,0,0,0,0
"Z31-Z33, Z37, Z55-Z99",为其他原因而与保健机构接触的人,21776,2,771,22549,0,0,0,0
,诊断不详,969,0,0,969,0,0,0,0
,合计,1905905,14637,345761,2266303,31421,25353,2,56776
,,,,,,,,,
注：,,,,,,,,,
由二零零一年起，疾病及死因分类乃根据《疾病和有关健康问题的国际统计分类》(ICD)第十次修订本。二零零一年及以后的数字未必可与以往年份根据ICD第九次修订本所编制的数字互相比较。,,,,,,,,,
疾病类别的中文名称是以北京协和医院世界卫生组织国际分类家族合作中心所编译的疾病名称作为基准。,,,,,,,,,
表内的死亡数字是按指定期间根据香港法例第174章《生死登记条例》登记的死亡人数而编制。,,,,,,,,,
HA = 医院管理局; CI = 惩教署,,,,,,,,,
* 指包括日间住院病人在内的出院人次及死亡人数。不包括在护养院接受治疗的住院病人。,,,,,,,,,
